Date,5Price,5Open,5High,5Low,5Vol.,5Change %
"Apr 20, 2018",113.45,113.62,113.66,113.41,666.20K,-0.12%
"Apr 19, 2018",113.59,113.73,113.77,113.54,942.94K,-0.11%
"Apr 18, 2018",113.72,113.91,113.95,113.7,771.97K,-0.22%
"Apr 17, 2018",113.97,113.91,113.98,113.84,577.87K,0.02%
"Apr 16, 2018",113.95,113.97,113.97,113.8,592.85K,-0.01%
"Apr 13, 2018",113.96,114.0,114.09,113.89,639.96K,-0.02%
"Apr 12, 2018",113.98,114.27,114.31,113.95,827.48K,-0.23%
"Apr 11, 2018",114.24,114.16,114.42,114.16,808.23K,0.03%
"Apr 10, 2018",114.21,114.33,114.37,114.16,776.35K,-0.09%
"Apr 09, 2018",114.31,114.38,114.4,114.21,565.12K,-0.07%
"Apr 06, 2018",114.39,114.15,114.44,114.13,965.36K,0.22%
"Apr 05, 2018",114.14,114.22,114.23,114.12,671.87K,-0.14%
"Apr 04, 2018",114.3,114.36,114.49,114.2,740.96K,0.00%
"Apr 03, 2018",114.3,114.55,114.57,114.28,805.08K,-0.24%
"Apr 02, 2018",114.57,114.38,114.65,114.32,664.76K,-0.14%
"Mar 29, 2018",114.73,114.7,114.74,114.7,0.07K,0.09%
"Mar 28, 2018",114.63,114.7,114.98,114.7,6.24K,-0.03%
"Mar 27, 2018",114.67,114.51,114.51,114.5,2.05K,0.25%
"Mar 26, 2018",114.38,114.49,114.49,114.49,1.44K,-0.10%
"Mar 23, 2018",114.5,114.53,114.55,114.45,0.01K,0.09%
"Mar 22, 2018",114.4,114.23,114.45,114.23,0.25K,0.25%
"Mar 21, 2018",114.11,114.15,114.17,113.99,21.15K,-0.04%
"Mar 20, 2018",114.16,114.23,114.24,114.12,7.14K,-0.14%
"Mar 19, 2018",114.32,114.24,114.41,114.22,3.09K,0.01%
"Mar 16, 2018",114.31,114.47,114.47,114.3,3.63K,-0.10%
"Mar 15, 2018",114.42,114.44,114.55,114.37,3.43K,-0.04%
"Mar 14, 2018",114.47,114.43,114.55,114.3,9.66K,0.08%
"Mar 13, 2018",114.38,114.33,114.52,114.3,7.11K,0.03%
"Mar 12, 2018",114.34,114.25,114.36,114.2,15.75K,0.06%
"Mar 09, 2018",114.27,114.34,114.38,114.16,10.48K,-0.07%
"Mar 08, 2018",114.35,114.3,114.41,114.25,20.54K,0.06%
"Mar 07, 2018",114.28,114.31,114.53,114.26,18.29K,-0.02%
"Mar 06, 2018",114.3,114.27,114.4,114.19,24.93K,-0.01%
"Mar 05, 2018",114.31,114.37,114.63,114.25,38.52K,-0.07%
"Mar 02, 2018",114.39,114.53,114.67,114.31,42.60K,-0.17%
"Mar 01, 2018",114.59,114.27,114.65,114.2,133.35K,0.32%
"Feb 28, 2018",114.23,114.18,114.26,114.04,242.45K,0.07%
"Feb 27, 2018",114.15,114.41,114.46,114.07,1.40M,-0.25%
"Feb 26, 2018",114.44,114.34,114.54,114.31,2.33M,0.05%
"Feb 23, 2018",114.38,114.22,114.45,114.15,1.70M,0.14%
"Feb 22, 2018",114.22,114.04,114.25,114.02,1.93M,0.11%
"Feb 21, 2018",114.09,114.22,114.29,114.01,1.74M,-0.11%
"Feb 20, 2018",114.21,114.29,114.32,114.01,1.26M,0.04%
"Feb 19, 2018",114.17,114.27,114.27,114.16,-,-0.09%
"Feb 18, 2018",114.27,114.28,114.32,114.27,-,-0.03%
"Feb 16, 2018",114.3,114.16,114.38,114.14,780.69K,0.07%
"Feb 15, 2018",114.22,114.24,114.3,113.98,1.05M,0.02%
"Feb 14, 2018",114.2,114.65,114.77,114.16,1.40M,-0.38%
"Feb 13, 2018",114.64,114.59,114.75,114.59,793.90K,0.02%
"Feb 12, 2018",114.62,114.69,114.69,114.48,960.48K,-0.17%
"Feb 09, 2018",114.82,114.67,115.12,114.55,1.79M,0.24%
"Feb 08, 2018",114.55,114.62,114.76,114.37,1.53M,-0.02%
"Feb 07, 2018",114.57,114.67,114.9,114.48,1.32M,-0.23%
"Feb 06, 2018",114.83,115.19,115.66,114.66,2.22M,0.03%
"Feb 05, 2018",114.79,114.45,115.23,114.38,1.91M,0.33%
"Feb 02, 2018",114.41,114.49,114.58,114.29,1.33M,-0.12%
"Feb 01, 2018",114.55,114.74,114.74,114.48,1.06M,-0.14%
"Jan 31, 2018",114.71,114.84,114.95,114.59,1.45M,-0.11%
"Jan 30, 2018",114.84,114.88,114.97,114.73,879.25K,-0.03%
"Jan 29, 2018",114.88,114.95,114.98,114.68,918.38K,-0.08%
"Jan 26, 2018",114.97,115.2,115.2,114.91,857.91K,-0.21%
"Jan 25, 2018",115.21,115.16,115.23,114.97,880.50K,0.08%
"Jan 24, 2018",115.12,115.26,115.29,115.1,996.06K,-0.10%
"Jan 23, 2018",115.23,115.09,115.27,115.05,722.93K,0.17%
"Jan 22, 2018",115.04,115.12,115.17,115.0,791.64K,-0.10%
"Jan 19, 2018",115.15,115.23,115.27,115.06,882.99K,-0.10%
"Jan 18, 2018",115.27,115.26,115.3,115.19,986.14K,-0.03%
"Jan 17, 2018",115.31,115.51,115.55,115.26,892.71K,-0.16%
"Jan 16, 2018",115.5,115.52,115.62,115.43,909.90K,-0.02%
"Jan 15, 2018",115.52,115.54,115.57,115.49,-,-0.03%
"Jan 14, 2018",115.55,115.53,115.55,115.52,-,0.02%
"Jan 12, 2018",115.53,115.6,115.63,115.37,992.09K,-0.13%
"Jan 11, 2018",115.68,115.61,115.7,115.56,885.08K,0.05%
"Jan 10, 2018",115.62,115.6,115.66,115.48,1.13M,-0.02%
"Jan 09, 2018",115.64,115.79,115.83,115.59,883.08K,-0.13%
"Jan 08, 2018",115.79,115.77,115.85,115.73,427.27K,-0.01%
"Jan 05, 2018",115.8,115.87,116.01,115.77,839.55K,-0.06%
"Jan 04, 2018",115.87,115.97,115.98,115.75,725.73K,-0.09%
"Jan 03, 2018",115.98,115.99,116.09,115.94,582.59K,0.00%
"Jan 02, 2018",115.98,116.12,116.15,115.9,632.16K,-0.15%
"Jan 01, 2018",116.15,116.13,116.15,116.12,-,-0.19%
"Dec 29, 2017",116.37,116.39,116.39,116.36,-,0.06%
"Dec 28, 2017",116.3,116.36,116.36,116.3,2.24K,0.17%
"Dec 27, 2017",116.1,115.94,116.16,115.91,-,0.15%
"Dec 26, 2017",115.93,115.89,115.97,115.84,-,0.03%
"Dec 25, 2017",115.89,115.88,115.91,115.88,-,-0.22%
"Dec 22, 2017",116.14,116.16,116.19,116.13,1.17K,-0.03%
"Dec 21, 2017",116.18,116.22,116.22,116.17,1.57K,-0.03%
"Dec 20, 2017",116.21,116.32,116.32,116.2,2.29K,-0.07%
"Dec 19, 2017",116.29,116.5,116.5,116.22,4.75K,-0.20%
"Dec 18, 2017",116.52,116.46,116.58,116.45,8.00K,-0.03%
"Dec 15, 2017",116.55,116.6,116.63,116.46,15.32K,-0.09%
"Dec 14, 2017",116.66,116.73,116.73,116.57,13.05K,-0.09%
"Dec 13, 2017",116.77,116.51,116.79,116.37,10.24K,0.25%
"Dec 12, 2017",116.48,116.55,116.56,116.41,13.91K,-0.04%
"Dec 11, 2017",116.53,116.6,116.7,116.53,7.36K,-0.05%
"Dec 08, 2017",116.59,116.59,116.72,116.52,18.02K,0.01%
"Dec 07, 2017",116.58,116.64,116.72,116.58,19.20K,-0.08%
"Dec 06, 2017",116.67,116.54,116.76,116.52,41.45K,0.15%
"Dec 05, 2017",116.5,116.55,116.58,116.41,89.27K,-0.03%
"Dec 04, 2017",116.53,116.48,116.59,116.45,43.40K,-0.13%
"Dec 01, 2017",116.68,116.59,116.93,116.45,208.14K,0.09%
"Nov 30, 2017",116.58,116.74,116.79,116.52,290.95K,-0.21%
"Nov 29, 2017",116.82,116.95,116.98,116.69,1.21M,-0.08%
"Nov 28, 2017",116.91,116.98,117.06,116.9,2.10M,-0.07%
"Nov 27, 2017",116.99,116.9,117.0,116.81,2.02M,0.08%
"Nov 24, 2017",116.9,116.98,116.98,116.86,727.54K,-0.04%
"Nov 23, 2017",116.95,116.97,116.98,116.94,-,-0.03%
"Nov 22, 2017",116.98,116.7,117.0,116.67,1.39M,0.26%
"Nov 21, 2017",116.68,116.77,116.81,116.64,1.59M,-0.08%
"Nov 20, 2017",116.77,116.98,117.05,116.77,1.10M,-0.15%
"Nov 17, 2017",116.94,116.91,117.02,116.9,668.01K,0.01%
"Nov 16, 2017",116.93,117.07,117.07,116.88,712.32K,-0.10%
"Nov 15, 2017",117.05,116.97,117.16,116.95,942.92K,0.09%
"Nov 14, 2017",116.94,116.89,116.98,116.8,794.30K,0.04%
"Nov 13, 2017",116.89,116.99,117.09,116.87,551.28K,-0.09%
"Nov 10, 2017",117.0,117.17,117.2,116.98,753.37K,-0.18%
"Nov 09, 2017",117.21,117.15,117.26,117.09,878.14K,0.01%
"Nov 08, 2017",117.2,117.25,117.3,117.14,542.32K,-0.07%
"Nov 07, 2017",117.28,117.29,117.31,117.18,585.76K,0.01%
"Nov 06, 2017",117.27,117.24,117.33,117.18,493.12K,0.06%
"Nov 03, 2017",117.2,117.23,117.38,117.12,671.64K,-0.03%
"Nov 02, 2017",117.23,117.17,117.32,117.12,720.10K,0.09%
"Nov 01, 2017",117.12,117.15,117.26,117.05,762.93K,-0.06%
"Oct 31, 2017",117.19,117.25,117.3,117.14,699.07K,-0.06%
"Oct 30, 2017",117.26,117.09,117.27,117.09,668.46K,0.20%
"Oct 27, 2017",117.03,116.85,117.1,116.79,926.52K,0.11%
"Oct 26, 2017",116.9,117.02,117.12,116.84,864.45K,-0.05%
"Oct 25, 2017",116.96,117.02,117.06,116.83,1.02M,-0.11%
"Oct 24, 2017",117.09,117.2,117.23,116.98,653.67K,-0.08%
"Oct 23, 2017",117.18,117.08,117.22,117.05,467.37K,0.08%
"Oct 20, 2017",117.09,117.38,117.41,117.06,827.02K,-0.15%
"Oct 19, 2017",117.27,117.18,117.43,117.17,797.59K,0.05%
"Oct 18, 2017",117.21,117.34,117.34,117.16,565.05K,-0.11%
"Oct 17, 2017",117.34,117.38,117.42,117.24,612.64K,0.00%
"Oct 16, 2017",117.34,117.58,117.58,117.32,667.95K,-0.20%
"Oct 13, 2017",117.58,117.42,117.65,117.34,811.17K,0.14%
"Oct 12, 2017",117.41,117.32,117.47,117.3,604.71K,0.05%
"Oct 11, 2017",117.35,117.33,117.45,117.3,628.53K,-0.05%
"Oct 10, 2017",117.41,117.35,117.5,117.29,590.49K,0.07%
"Oct 09, 2017",117.33,117.31,117.37,117.28,110.99K,0.03%
"Oct 06, 2017",117.29,117.4,117.43,117.12,969.68K,-0.09%
"Oct 05, 2017",117.39,117.53,117.56,117.36,562.75K,-0.10%
"Oct 04, 2017",117.51,117.53,117.66,117.42,579.94K,0.00%
"Oct 03, 2017",117.51,117.43,117.55,117.37,562.56K,0.05%
"Oct 02, 2017",117.45,117.45,117.53,117.28,695.66K,-0.45%
"Sep 29, 2017",117.98,117.94,118.0,117.94,2.46K,-0.07%
"Sep 28, 2017",118.06,117.92,117.95,117.8,2.19K,0.08%
"Sep 27, 2017",117.96,118.01,118.03,117.9,13.62K,-0.20%
"Sep 26, 2017",118.2,118.22,118.22,118.09,2.25K,-0.03%
"Sep 25, 2017",118.24,118.18,118.23,118.09,3.47K,0.14%
"Sep 22, 2017",118.07,118.11,118.11,118.05,2.82K,0.07%
"Sep 21, 2017",117.99,118.05,118.1,117.99,2.58K,-0.03%
"Sep 20, 2017",118.03,118.29,118.35,117.99,5.98K,-0.19%
"Sep 19, 2017",118.25,118.34,118.38,118.23,6.64K,-0.04%
"Sep 18, 2017",118.3,118.35,118.35,118.28,4.30K,-0.08%
"Sep 15, 2017",118.4,118.51,118.52,118.37,2.87K,-0.07%
"Sep 14, 2017",118.48,118.57,118.57,118.36,16.50K,-0.04%
"Sep 13, 2017",118.53,118.66,118.71,118.52,11.42K,-0.11%
"Sep 12, 2017",118.66,118.81,118.81,118.6,26.64K,-0.14%
"Sep 11, 2017",118.83,118.89,119.0,118.77,6.81K,-0.22%
"Sep 08, 2017",119.09,119.16,119.27,119.04,10.42K,-0.01%
"Sep 07, 2017",119.1,118.93,119.22,118.93,24.87K,0.19%
"Sep 06, 2017",118.88,119.13,119.13,118.88,28.88K,-0.17%
"Sep 05, 2017",119.08,118.77,119.09,118.72,52.62K,0.55%
"Sep 04, 2017",118.43,118.47,118.54,118.43,-,-0.03%
"Sep 03, 2017",118.47,118.53,118.53,118.46,-,-0.16%
"Sep 01, 2017",118.66,118.78,118.96,118.58,115.96K,-0.10%
"Aug 31, 2017",118.78,118.73,118.8,118.65,200.12K,0.07%
"Aug 30, 2017",118.7,118.79,118.81,118.64,756.15K,-0.07%
"Aug 29, 2017",118.78,118.69,118.99,118.68,1.37M,0.10%
"Aug 28, 2017",118.66,118.56,118.68,118.52,1.44M,0.08%
"Aug 25, 2017",118.57,118.48,118.6,118.42,1.65M,0.07%
"Aug 24, 2017",118.49,118.63,118.64,118.48,1.38M,-0.11%
"Aug 23, 2017",118.62,118.45,118.64,118.41,987.25K,0.14%
"Aug 22, 2017",118.45,118.6,118.61,118.42,784.70K,-0.13%
"Aug 21, 2017",118.61,118.53,118.64,118.47,467.27K,0.06%
"Aug 18, 2017",118.54,118.58,118.71,118.45,648.73K,0.00%
"Aug 17, 2017",118.54,118.43,118.6,118.33,591.01K,0.08%
"Aug 16, 2017",118.45,118.24,118.49,118.18,673.02K,0.15%
"Aug 15, 2017",118.27,118.51,118.51,118.2,623.76K,-0.19%
"Aug 14, 2017",118.5,118.61,118.63,118.44,532.24K,-0.13%
"Aug 11, 2017",118.65,118.47,118.69,118.42,699.16K,0.19%
"Aug 10, 2017",118.42,118.32,118.48,118.27,597.21K,0.06%
"Aug 09, 2017",118.35,118.25,118.49,118.24,603.92K,0.14%
"Aug 08, 2017",118.18,118.26,118.27,118.11,476.36K,-0.08%
"Aug 07, 2017",118.27,118.22,118.28,118.12,418.19K,0.06%
"Aug 04, 2017",118.2,118.36,118.38,118.11,644.49K,-0.12%
"Aug 03, 2017",118.34,118.17,118.4,118.16,535.79K,0.12%
"Aug 02, 2017",118.2,118.28,118.3,118.13,634.47K,-0.08%
"Aug 01, 2017",118.3,118.12,118.3,118.03,649.36K,0.13%
"Jul 31, 2017",118.15,118.15,118.2,118.1,547.60K,-0.01%
"Jul 28, 2017",118.16,118.08,118.18,117.95,617.07K,0.05%
"Jul 27, 2017",118.1,118.16,118.19,117.99,840.13K,-0.08%
"Jul 26, 2017",118.2,117.84,118.23,117.83,996.57K,0.28%
"Jul 25, 2017",117.87,118.16,118.19,117.83,727.37K,-0.25%
"Jul 24, 2017",118.16,118.25,118.3,118.11,402.57K,-0.08%
"Jul 21, 2017",118.26,118.13,118.3,118.12,498.36K,0.10%
"Jul 20, 2017",118.14,118.11,118.25,118.09,607.65K,0.01%
"Jul 19, 2017",118.13,118.16,118.19,118.07,483.03K,-0.02%
"Jul 18, 2017",118.15,117.98,118.2,117.97,700.47K,0.11%
"Jul 17, 2017",118.02,117.95,118.05,117.92,420.85K,0.03%
"Jul 14, 2017",117.98,117.82,118.19,117.77,784.44K,0.13%
"Jul 13, 2017",117.83,117.88,117.95,117.73,570.58K,-0.04%
"Jul 12, 2017",117.88,117.68,118.05,117.66,852.84K,0.17%
"Jul 11, 2017",117.68,117.59,117.72,117.51,530.15K,0.05%
"Jul 10, 2017",117.62,117.53,117.67,117.52,454.20K,0.11%
"Jul 07, 2017",117.49,117.58,117.67,117.47,648.90K,-0.05%
"Jul 06, 2017",117.55,117.68,117.72,117.41,791.66K,-0.06%
"Jul 05, 2017",117.62,117.62,117.8,117.52,837.55K,-0.03%
"Jul 04, 2017",117.65,117.63,117.81,117.55,-,0.04%
"Jul 03, 2017",117.6,117.83,117.89,117.54,457.13K,-0.78%
"Jun 30, 2017",118.52,118.52,118.53,118.5,2.19K,-0.01%
"Jun 29, 2017",118.53,118.5,118.55,118.42,1.61K,-0.13%
"Jun 28, 2017",118.69,118.52,118.67,118.52,3.80K,0.06%
"Jun 27, 2017",118.62,118.73,118.73,118.58,6.32K,-0.19%
"Jun 26, 2017",118.85,118.79,118.89,118.78,4.14K,0.03%
"Jun 23, 2017",118.82,118.81,118.84,118.75,1.87K,0.03%
"Jun 22, 2017",118.79,118.77,118.84,118.75,2.72K,0.02%
"Jun 21, 2017",118.77,118.77,118.82,118.68,2.32K,-0.03%
"Jun 20, 2017",118.8,118.66,118.79,118.63,3.91K,0.12%
"Jun 19, 2017",118.66,118.87,118.93,118.62,3.83K,-0.17%
"Jun 16, 2017",118.86,118.74,118.9,118.69,2.46K,0.09%
"Jun 15, 2017",118.75,118.92,118.95,118.73,4.15K,-0.13%
"Jun 14, 2017",118.91,118.7,119.18,118.68,15.72K,0.19%
"Jun 13, 2017",118.68,118.66,118.7,118.61,11.36K,0.00%
"Jun 12, 2017",118.68,118.72,118.77,118.64,6.04K,-0.05%
"Jun 09, 2017",118.74,118.88,118.91,118.62,58.78K,-0.04%
"Jun 08, 2017",118.79,118.84,118.85,118.68,39.10K,-0.05%
"Jun 07, 2017",118.85,119.01,119.01,118.83,56.35K,-0.13%
"Jun 06, 2017",119.0,118.87,119.09,118.86,42.08K,0.13%
"Jun 05, 2017",118.85,118.95,118.98,118.83,39.21K,-0.08%
"Jun 02, 2017",118.95,118.77,119.05,118.7,53.85K,0.18%
"Jun 01, 2017",118.74,118.78,118.78,118.62,82.48K,-0.06%
"May 31, 2017",118.81,118.75,118.83,118.66,269.00K,0.03%
"May 30, 2017",118.77,118.62,118.79,118.55,1.34M,0.53%
"May 29, 2017",118.14,118.1,118.17,118.05,-,0.04%
"May 28, 2017",118.09,118.09,118.12,118.08,-,-0.45%
"May 26, 2017",118.62,118.61,118.75,118.6,1.24M,0.00%
"May 25, 2017",118.62,118.68,118.71,118.58,1.92M,0.03%
"May 24, 2017",118.59,118.46,118.7,118.4,1.49M,0.12%
"May 23, 2017",118.45,118.59,118.74,118.42,1.63M,-0.14%
"May 22, 2017",118.62,118.66,118.7,118.55,723.77K,-0.03%
"May 19, 2017",118.65,118.68,118.73,118.56,655.22K,-0.04%
"May 18, 2017",118.7,118.84,119.0,118.64,1.21M,-0.09%
"May 17, 2017",118.81,118.33,118.84,118.32,1.16M,0.41%
"May 16, 2017",118.32,118.27,118.43,118.2,653.94K,0.03%
"May 15, 2017",118.28,118.32,118.39,118.23,509.08K,-0.02%
"May 12, 2017",118.3,117.98,118.36,117.96,758.49K,0.32%
"May 11, 2017",117.92,117.85,117.98,117.79,709.16K,0.05%
"May 10, 2017",117.86,117.92,118.09,117.84,598.32K,-0.01%
"May 09, 2017",117.87,117.98,118.03,117.83,567.89K,-0.14%
"May 08, 2017",118.03,118.03,118.21,117.94,561.16K,-0.07%
"May 05, 2017",118.11,118.06,118.2,117.88,710.05K,0.02%
"May 04, 2017",118.09,118.22,118.25,118.01,781.78K,-0.15%
"May 03, 2017",118.27,118.46,118.47,118.2,784.07K,-0.14%
"May 02, 2017",118.44,118.31,118.48,118.2,603.42K,0.14%
"May 01, 2017",118.27,118.4,118.45,118.2,508.44K,-0.12%
"Apr 28, 2017",118.41,118.39,118.45,118.16,912.32K,0.02%
"Apr 27, 2017",118.39,118.32,118.46,118.26,636.63K,0.06%
"Apr 26, 2017",118.32,118.22,118.36,118.12,794.78K,0.07%
"Apr 25, 2017",118.24,118.48,118.5,118.16,573.55K,-0.19%
"Apr 24, 2017",118.47,118.25,118.52,118.08,755.20K,-0.17%
"Apr 21, 2017",118.67,118.65,118.79,118.58,-,0.06%
"Apr 20, 2017",118.6,118.77,118.84,118.54,725.53K,-0.18%
"Apr 19, 2017",118.81,118.94,118.95,118.68,599.27K,-0.08%
"Apr 18, 2017",118.9,118.55,118.96,118.52,781.81K,0.29%
"Apr 17, 2017",118.56,118.97,118.97,118.51,520.28K,-0.05%
"Apr 13, 2017",118.62,118.55,118.7,118.42,692.04K,0.30%
"Apr 12, 2017",118.27,118.26,118.59,118.17,685.26K,0.01%
"Apr 11, 2017",118.26,117.88,118.32,117.88,746.74K,0.31%
"Apr 10, 2017",117.9,117.8,117.98,117.7,637.17K,0.08%
"Apr 07, 2017",117.81,118.05,118.47,117.75,1.15M,-0.20%
"Apr 06, 2017",118.05,118.1,118.17,117.95,609.50K,0.03%
"Apr 05, 2017",118.02,117.92,118.2,117.84,939.90K,0.03%
"Apr 04, 2017",117.98,118.08,118.16,117.9,678.70K,0.00%
"Apr 03, 2017",117.98,117.75,118.1,117.67,766.70K,-0.08%
"Mar 31, 2017",118.08,118.09,118.09,118.08,6.71K,0.11%
"Mar 30, 2017",117.95,118.02,118.04,117.92,7.45K,-0.08%
"Mar 29, 2017",118.05,117.79,118.05,117.79,2.46K,0.49%
"Mar 28, 2017",117.47,117.73,117.82,117.46,-,-0.54%
"Mar 27, 2017",118.11,118.17,118.17,118.07,7.27K,0.08%
"Mar 24, 2017",118.02,117.98,117.98,117.93,7.64K,0.03%
"Mar 23, 2017",117.98,117.95,118.08,117.93,0.28K,-0.03%
"Mar 22, 2017",118.01,117.95,118.09,117.92,0.44K,0.14%
"Mar 21, 2017",117.84,117.63,117.94,117.57,3.19K,0.12%
"Mar 20, 2017",117.7,117.64,117.73,117.54,1.70K,0.13%
"Mar 17, 2017",117.55,117.44,117.59,117.41,2.82K,0.05%
"Mar 16, 2017",117.49,117.59,117.59,117.42,2.34K,-0.06%
"Mar 15, 2017",117.56,117.13,117.6,117.03,18.79K,0.43%
"Mar 14, 2017",117.06,117.02,117.12,116.99,4.55K,0.03%
"Mar 13, 2017",117.03,117.14,117.14,117.02,13.96K,-0.08%
"Mar 10, 2017",117.12,116.95,117.18,116.95,14.21K,0.09%
"Mar 09, 2017",117.02,117.11,117.17,116.97,14.06K,-0.13%
"Mar 08, 2017",117.17,117.3,117.3,117.0,19.47K,-0.13%
"Mar 07, 2017",117.32,117.42,117.44,117.28,13.45K,-0.10%
"Mar 06, 2017",117.44,117.38,117.56,117.37,30.07K,0.02%
"Mar 03, 2017",117.42,117.41,117.45,117.22,57.58K,0.07%
"Mar 02, 2017",117.34,117.52,117.58,117.26,121.13K,-0.15%
"Mar 01, 2017",117.52,117.8,117.8,117.47,166.22K,-0.47%
"Feb 28, 2017",118.07,118.18,118.26,117.72,423.78K,-0.08%
"Feb 27, 2017",118.16,118.5,118.51,118.13,925.44K,-0.28%
"Feb 24, 2017",118.49,118.2,118.51,118.17,1.57M,0.30%
"Feb 23, 2017",118.14,117.95,118.22,117.91,2.46M,0.17%
"Feb 22, 2017",117.94,117.88,118.05,117.71,2.34M,0.03%
"Feb 21, 2017",117.91,117.93,117.95,117.73,1.12M,0.03%
"Feb 20, 2017",117.87,117.93,117.94,117.85,-,-0.04%
"Feb 19, 2017",117.92,117.9,117.94,117.9,-,0.00%
"Feb 17, 2017",117.92,117.75,118.03,117.7,638.67K,0.14%
"Feb 16, 2017",117.75,117.48,117.81,117.45,844.12K,0.26%
"Feb 15, 2017",117.45,117.62,117.65,117.34,887.53K,-0.15%
"Feb 14, 2017",117.63,117.85,117.91,117.48,947.93K,-0.21%
"Feb 13, 2017",117.88,117.97,117.97,117.8,535.07K,-0.09%
"Feb 10, 2017",117.99,118.09,118.09,117.92,719.70K,-0.08%
"Feb 09, 2017",118.08,118.41,118.41,118.04,768.95K,-0.22%
"Feb 08, 2017",118.34,118.17,118.45,118.13,896.55K,0.12%
"Feb 07, 2017",118.2,118.19,118.34,118.04,730.19K,0.03%
"Feb 06, 2017",118.16,117.86,118.21,117.83,741.40K,0.33%
"Feb 03, 2017",117.77,117.8,118.1,117.59,1.10M,-0.04%
"Feb 02, 2017",117.82,117.77,117.99,117.72,705.92K,0.03%
"Feb 01, 2017",117.79,117.85,117.86,117.48,940.88K,-0.07%
"Jan 31, 2017",117.87,117.7,117.98,117.68,1.18M,0.10%
"Jan 30, 2017",117.75,117.74,117.84,117.66,666.71K,0.02%
"Jan 27, 2017",117.73,117.61,117.73,117.5,578.29K,0.09%
"Jan 26, 2017",117.62,117.55,117.65,117.37,649.30K,0.12%
"Jan 25, 2017",117.48,117.72,117.78,117.43,790.17K,-0.18%
"Jan 24, 2017",117.69,118.05,118.09,117.67,642.68K,-0.29%
"Jan 23, 2017",118.03,117.66,118.13,117.66,915.17K,0.30%
"Jan 20, 2017",117.68,117.51,117.73,117.34,897.08K,0.11%
"Jan 19, 2017",117.55,117.57,117.67,117.37,974.06K,-0.26%
"Jan 18, 2017",117.86,118.16,118.18,117.58,756.70K,-0.25%
"Jan 17, 2017",118.16,117.79,118.25,117.78,841.18K,0.24%
"Jan 16, 2017",117.88,117.88,118.0,117.81,-,0.01%
"Jan 15, 2017",117.87,117.79,117.89,117.79,-,0.03%
"Jan 13, 2017",117.84,117.91,118.19,117.58,809.08K,-0.06%
"Jan 12, 2017",117.91,117.82,118.18,117.82,791.38K,0.04%
"Jan 11, 2017",117.86,117.88,118.12,117.73,737.51K,0.01%
"Jan 10, 2017",117.85,117.87,117.94,117.77,519.72K,0.00%
"Jan 09, 2017",117.85,117.63,117.88,117.54,493.65K,0.18%
"Jan 06, 2017",117.64,118.04,118.25,117.59,804.64K,-0.26%
"Jan 05, 2017",117.95,117.59,118.1,117.55,1.02M,0.36%
"Jan 04, 2017",117.53,117.57,117.64,117.4,604.18K,-0.02%
"Jan 03, 2017",117.55,117.55,117.65,117.25,837.94K,0.03%
"Jan 02, 2017",117.52,117.55,117.55,117.47,-,-0.64%
"Dec 30, 2016",118.28,118.16,118.33,118.16,-,0.13%
"Dec 29, 2016",118.13,118.02,118.02,117.99,4.42K,0.20%
"Dec 28, 2016",117.9,117.61,117.62,117.61,2.02K,0.24%
"Dec 27, 2016",117.62,117.75,117.75,117.6,0.70K,0.48%
"Dec 26, 2016",117.06,117.07,117.07,117.04,-,-0.54%
"Dec 23, 2016",117.7,117.66,117.67,117.65,0.25K,0.60%
"Dec 22, 2016",117.0,117.09,117.11,116.89,-,-0.59%
"Dec 21, 2016",117.69,117.65,117.74,117.65,6.58K,0.07%
"Dec 20, 2016",117.61,117.57,117.63,117.57,0.21K,-0.04%
"Dec 19, 2016",117.66,117.45,117.74,117.45,2.40K,0.18%
"Dec 16, 2016",117.45,117.46,117.6,117.35,3.72K,0.03%
"Dec 15, 2016",117.42,117.62,117.62,117.26,9.77K,-0.31%
"Dec 14, 2016",117.78,118.29,118.4,117.54,7.77K,-0.36%
"Dec 13, 2016",118.21,118.37,118.42,118.19,11.95K,-0.10%
"Dec 12, 2016",118.33,118.16,118.34,118.06,12.85K,0.04%
"Dec 09, 2016",118.28,118.37,118.56,118.23,21.22K,-0.23%
"Dec 08, 2016",118.55,118.62,118.62,118.34,17.73K,-0.04%
"Dec 07, 2016",118.6,118.41,118.62,118.39,11.06K,0.18%
"Dec 06, 2016",118.39,118.41,118.45,118.34,37.43K,0.02%
"Dec 05, 2016",118.37,118.62,118.73,118.16,45.56K,-0.07%
"Dec 02, 2016",118.45,118.11,118.51,118.11,58.70K,0.29%
"Dec 01, 2016",118.11,118.3,118.33,117.93,70.18K,-0.21%
"Nov 30, 2016",118.36,118.61,118.63,118.2,301.24K,-0.22%
"Nov 29, 2016",118.62,118.57,118.64,118.36,1.02M,0.08%
"Nov 28, 2016",118.52,118.39,118.59,118.35,1.63M,0.19%
"Nov 25, 2016",118.3,118.34,118.36,117.98,1.08M,0.08%
"Nov 24, 2016",118.2,118.31,118.35,118.18,-,-0.12%
"Nov 23, 2016",118.34,118.64,118.73,118.12,2.26M,-0.25%
"Nov 22, 2016",118.64,118.67,118.79,118.49,1.51M,0.09%
"Nov 21, 2016",118.53,118.47,118.73,118.42,1.15M,-0.04%
"Nov 18, 2016",118.58,118.7,118.91,118.46,1.25M,-0.22%
