Date,5Price,5Open,5High,5Low,5Vol.,5Change %
"May 17, 2018",112.9,112.85,112.95,112.78,924.57K,0.02%
"May 16, 2018",112.88,112.95,113.02,112.83,923.30K,-0.03%
"May 15, 2018",112.91,113.19,113.22,112.87,1.33M,-0.29%
"May 14, 2018",113.24,113.28,113.34,113.18,624.07K,-0.04%
"May 11, 2018",113.29,113.3,113.35,113.25,560.35K,0.01%
"May 10, 2018",113.28,113.25,113.54,113.24,879.97K,0.01%
"May 09, 2018",113.27,113.38,113.39,113.25,708.15K,-0.12%
"May 08, 2018",113.41,113.47,113.52,113.34,642.74K,-0.10%
"May 07, 2018",113.52,113.48,113.55,113.45,398.44K,0.00%
"May 04, 2018",113.52,113.53,113.73,113.46,858.22K,-0.01%
"May 03, 2018",113.53,113.46,113.63,113.44,861.62K,0.08%
"May 02, 2018",113.44,113.4,113.47,113.3,814.05K,0.08%
"May 01, 2018",113.35,113.46,113.48,113.34,564.49K,-0.14%
"Apr 30, 2018",113.51,113.43,113.52,113.38,829.76K,0.05%
"Apr 27, 2018",113.45,113.38,113.48,113.33,685.10K,0.06%
"Apr 26, 2018",113.38,113.28,113.45,113.27,843.01K,0.07%
"Apr 25, 2018",113.3,113.3,113.35,113.2,1.15M,-0.08%
"Apr 24, 2018",113.39,113.32,113.4,113.22,850.89K,0.04%
"Apr 23, 2018",113.34,113.41,113.42,113.28,760.76K,-0.10%
