Date,10Price,10Open,10High,10Low,10Vol.,10Change %
"Jun 21, 2018",119.86,119.5,119.92,119.42,1.57M,-0.09%
"Jun 20, 2018",119.97,120.12,120.16,120.02,2.38K,-0.14%
"Jun 19, 2018",120.14,119.95,120.48,119.95,6.00K,0.19%
"Jun 18, 2018",119.91,119.94,120.06,119.88,4.25K,0.02%
"Jun 15, 2018",119.89,119.88,120.14,119.84,5.68K,0.12%
"Jun 14, 2018",119.75,119.58,119.83,119.55,6.30K,0.19%
"Jun 13, 2018",119.52,119.7,119.77,119.25,20.29K,-0.18%
"Jun 12, 2018",119.73,119.77,119.83,119.56,6.23K,-0.03%
"Jun 11, 2018",119.77,119.86,119.89,119.67,17.55K,-0.13%
"Jun 08, 2018",119.92,119.94,120.27,119.8,16.59K,0.00%
"Jun 07, 2018",119.92,119.62,120.3,119.48,21.43K,0.25%
"Jun 06, 2018",119.62,119.95,119.97,119.58,51.29K,-0.34%
"Jun 05, 2018",120.03,119.78,120.17,119.78,40.03K,0.17%
"Jun 04, 2018",119.83,120.12,120.16,119.75,68.24K,-0.28%
"Jun 01, 2018",120.17,120.55,120.55,119.91,126.46K,-0.46%
"May 31, 2018",120.73,120.53,120.77,120.27,347.77K,0.10%
"May 30, 2018",120.61,121.23,121.39,120.27,2.19M,-0.51%
"May 29, 2018",121.23,119.83,121.3,119.67,5.47M,1.16%
"May 28, 2018",119.84,119.42,119.98,119.34,-,0.33%
"May 27, 2018",119.44,119.52,119.52,119.39,-,-0.35%
"May 25, 2018",119.86,119.48,120.02,119.39,2.76M,0.30%
"May 24, 2018",119.5,119.41,119.7,119.28,3.79M,0.09%
"May 23, 2018",119.39,118.88,119.45,118.84,2.88M,0.43%
"May 22, 2018",118.88,118.88,118.95,118.72,1.54M,0.03%
"May 21, 2018",118.84,118.72,118.94,118.66,1.50M,0.00%
"May 18, 2018",118.84,118.47,118.91,118.38,1.61M,0.27%
"May 17, 2018",118.52,118.5,118.59,118.33,1.65M,-0.03%
"May 16, 2018",118.55,118.67,118.8,118.44,1.80M,-0.05%
"May 15, 2018",118.61,119.16,119.22,118.52,2.46M,-0.54%
"May 14, 2018",119.25,119.38,119.48,119.14,924.29K,-0.13%
"May 11, 2018",119.41,119.42,119.53,119.31,1.02M,0.02%
"May 10, 2018",119.39,119.22,119.67,119.2,1.42M,0.10%
"May 09, 2018",119.27,119.45,119.47,119.19,1.15M,-0.21%
"May 08, 2018",119.52,119.64,119.72,119.38,1.21M,-0.14%
"May 07, 2018",119.69,119.62,119.77,119.58,633.46K,-0.01%
"May 04, 2018",119.7,119.69,119.98,119.56,1.34M,0.01%
"May 03, 2018",119.69,119.52,119.83,119.44,1.46M,0.14%
"May 02, 2018",119.52,119.45,119.56,119.25,1.32M,0.12%
"May 01, 2018",119.38,119.55,119.58,119.36,921.99K,-0.20%
"Apr 30, 2018",119.62,119.48,119.66,119.38,1.26M,0.10%
"Apr 27, 2018",119.5,119.33,119.55,119.28,1.29M,0.16%
"Apr 26, 2018",119.31,119.05,119.39,119.02,1.31M,0.19%
"Apr 25, 2018",119.08,119.19,119.28,118.97,1.65M,-0.21%
"Apr 24, 2018",119.33,119.31,119.45,119.12,1.50M,0.00%
"Apr 23, 2018",119.33,119.48,119.5,119.2,1.51M,-0.18%
"Apr 20, 2018",119.55,119.84,119.92,119.47,1.33M,-0.23%
"Apr 19, 2018",119.83,120.14,120.2,119.72,1.53M,-0.26%
"Apr 18, 2018",120.14,120.45,120.52,120.08,1.22M,-0.35%
"Apr 17, 2018",120.56,120.44,120.56,120.31,994.11K,0.07%
"Apr 16, 2018",120.47,120.47,120.48,120.22,988.13K,-0.01%
"Apr 13, 2018",120.48,120.47,120.62,120.34,1.12M,0.01%
"Apr 12, 2018",120.47,120.91,120.97,120.41,1.23M,-0.31%
"Apr 11, 2018",120.84,120.72,121.11,120.67,1.37M,0.06%
"Apr 10, 2018",120.77,120.92,121.0,120.69,1.16M,-0.12%
"Apr 09, 2018",120.91,120.98,121.02,120.72,1.02M,-0.09%
"Apr 06, 2018",121.02,120.56,121.06,120.55,1.66M,0.38%
"Apr 05, 2018",120.56,120.7,120.73,120.52,1.16M,-0.22%
"Apr 04, 2018",120.83,120.91,121.16,120.67,1.51M,-0.01%
"Apr 03, 2018",120.84,121.25,121.27,120.8,1.52M,-0.35%
"Apr 02, 2018",121.27,121.03,121.38,120.92,1.05M,0.11%
"Mar 29, 2018",121.14,120.81,121.19,120.8,1.20M,0.19%
"Mar 28, 2018",120.91,121.0,121.28,120.78,2.32M,0.00%
"Mar 27, 2018",120.91,120.38,121.05,120.34,1.84M,0.37%
"Mar 26, 2018",120.47,120.64,120.73,120.34,1.30M,-0.12%
"Mar 23, 2018",120.61,120.55,120.88,120.42,1.80M,0.07%
"Mar 22, 2018",120.52,120.11,120.78,120.09,2.42M,0.48%
"Mar 21, 2018",119.95,119.97,120.25,119.69,1.52M,-0.64%
"Mar 20, 2018",120.72,120.89,120.89,120.66,4.56K,-0.23%
"Mar 19, 2018",121.0,120.97,121.11,120.72,11.48K,0.02%
"Mar 16, 2018",120.97,121.08,121.19,120.91,12.89K,-0.10%
"Mar 15, 2018",121.09,121.09,121.28,121.0,12.54K,-0.04%
"Mar 14, 2018",121.14,120.98,121.28,120.84,8.20K,0.18%
"Mar 13, 2018",120.92,120.83,121.14,120.7,17.88K,0.07%
"Mar 12, 2018",120.84,120.61,120.88,120.55,10.39K,0.15%
"Mar 09, 2018",120.66,120.81,120.84,120.47,11.96K,-0.12%
"Mar 08, 2018",120.8,120.64,120.92,120.59,15.37K,0.13%
"Mar 07, 2018",120.64,120.72,121.06,120.61,43.81K,-0.02%
"Mar 06, 2018",120.67,120.66,120.84,120.45,34.44K,0.01%
"Mar 05, 2018",120.66,120.78,121.22,120.53,47.98K,-0.12%
"Mar 02, 2018",120.8,121.17,121.3,120.69,62.18K,-0.33%
"Mar 01, 2018",121.2,120.69,121.3,120.62,197.03K,0.45%
"Feb 28, 2018",120.66,120.45,120.7,120.3,329.53K,0.22%
"Feb 27, 2018",120.39,120.77,120.89,120.25,2.09M,-0.36%
"Feb 26, 2018",120.83,120.73,121.02,120.66,2.81M,0.08%
"Feb 23, 2018",120.73,120.38,120.83,120.25,2.43M,0.26%
"Feb 22, 2018",120.42,120.14,120.48,120.09,2.36M,0.18%
"Feb 21, 2018",120.2,120.48,120.61,120.06,2.15M,-0.23%
"Feb 20, 2018",120.48,120.56,120.66,120.16,1.62M,0.03%
"Feb 19, 2018",120.44,120.58,120.59,120.41,-,-0.12%
"Feb 18, 2018",120.59,120.56,120.66,120.56,-,0.01%
"Feb 16, 2018",120.58,120.31,120.78,120.3,1.33M,0.11%
"Feb 15, 2018",120.45,120.41,120.56,120.03,1.80M,0.10%
"Feb 14, 2018",120.33,121.03,121.23,120.27,2.54M,-0.55%
"Feb 13, 2018",121.0,120.84,121.14,120.84,1.28M,0.09%
"Feb 12, 2018",120.89,120.94,121.05,120.62,1.42M,-0.23%
"Feb 09, 2018",121.17,121.03,121.58,120.8,2.87M,0.23%
"Feb 08, 2018",120.89,121.08,121.25,120.53,3.08M,-0.09%
"Feb 07, 2018",121.0,121.2,121.61,120.86,2.20M,-0.40%
"Feb 06, 2018",121.48,121.95,122.59,121.17,3.53M,0.17%
"Feb 05, 2018",121.27,120.81,122.06,120.56,2.85M,0.45%
"Feb 02, 2018",120.73,121.09,121.2,120.66,2.65M,-0.40%
"Feb 01, 2018",121.22,121.67,121.67,121.08,2.20M,-0.30%
"Jan 31, 2018",121.58,121.66,121.86,121.33,2.44M,-0.05%
"Jan 30, 2018",121.64,121.81,121.95,121.53,1.69M,-0.14%
"Jan 29, 2018",121.81,122.05,122.12,121.56,1.93M,-0.20%
"Jan 26, 2018",122.06,122.44,122.45,121.98,1.48M,-0.31%
"Jan 25, 2018",122.44,122.25,122.47,121.97,1.77M,0.20%
"Jan 24, 2018",122.2,122.48,122.55,122.14,1.62M,-0.18%
"Jan 23, 2018",122.42,122.17,122.52,122.12,1.54M,0.27%
"Jan 22, 2018",122.09,122.28,122.36,122.05,1.46M,-0.16%
"Jan 19, 2018",122.28,122.38,122.5,122.11,1.62M,-0.14%
"Jan 18, 2018",122.45,122.55,122.59,122.34,1.95M,-0.17%
"Jan 17, 2018",122.66,122.98,123.06,122.55,1.45M,-0.26%
"Jan 16, 2018",122.98,122.92,123.16,122.84,1.40M,0.03%
"Jan 15, 2018",122.94,122.95,123.03,122.91,-,-0.01%
"Jan 14, 2018",122.95,122.92,122.97,122.92,-,0.01%
"Jan 12, 2018",122.94,122.98,123.06,122.62,1.65M,-0.15%
"Jan 11, 2018",123.12,122.97,123.16,122.86,1.69M,0.10%
"Jan 10, 2018",123.0,122.98,123.09,122.7,2.13M,-0.04%
"Jan 09, 2018",123.05,123.47,123.5,122.98,1.69M,-0.35%
"Jan 08, 2018",123.48,123.48,123.62,123.41,739.86K,-0.03%
"Jan 05, 2018",123.52,123.67,123.88,123.47,1.43M,-0.12%
"Jan 04, 2018",123.67,123.77,123.78,123.42,1.13M,-0.09%
"Jan 03, 2018",123.78,123.69,123.89,123.64,955.93K,0.07%
"Jan 02, 2018",123.69,123.98,124.0,123.53,1.06M,-0.25%
"Jan 01, 2018",124.0,123.98,124.0,123.95,-,-0.04%
"Dec 29, 2017",124.05,123.83,124.08,123.81,699.64K,0.17%
"Dec 28, 2017",123.84,123.95,123.97,123.77,767.67K,-0.11%
"Dec 27, 2017",123.98,123.56,124.02,123.53,783.81K,0.29%
"Dec 26, 2017",123.62,123.48,123.67,123.42,317.25K,0.14%
"Dec 25, 2017",123.45,123.47,123.52,123.44,-,-0.02%
"Dec 22, 2017",123.47,123.47,123.55,123.44,499.98K,-0.04%
"Dec 21, 2017",123.52,123.45,123.62,123.39,845.87K,0.06%
"Dec 20, 2017",123.45,123.72,123.83,123.42,1.29M,-0.35%
"Dec 19, 2017",123.88,124.42,124.45,123.86,12.62K,-0.46%
"Dec 18, 2017",124.45,124.55,124.62,124.44,12.75K,-0.15%
"Dec 15, 2017",124.64,124.73,124.81,124.48,10.12K,-0.11%
"Dec 14, 2017",124.78,124.83,124.84,124.5,23.92K,-0.04%
"Dec 13, 2017",124.83,124.33,124.88,124.16,27.18K,0.38%
"Dec 12, 2017",124.36,124.48,124.56,124.27,40.51K,-0.11%
"Dec 11, 2017",124.5,124.48,124.73,124.48,12.17K,-0.02%
"Dec 08, 2017",124.52,124.56,124.7,124.41,18.53K,0.00%
"Dec 07, 2017",124.52,124.67,124.86,124.52,15.16K,-0.25%
"Dec 06, 2017",124.83,124.61,124.95,124.56,40.20K,0.19%
"Dec 05, 2017",124.59,124.53,124.64,124.36,30.47K,0.07%
"Dec 04, 2017",124.5,124.2,124.58,124.2,66.54K,-0.14%
"Dec 01, 2017",124.67,124.34,125.09,124.19,178.44K,0.29%
"Nov 30, 2017",124.31,124.59,124.66,124.19,399.18K,-0.33%
"Nov 29, 2017",124.72,125.05,125.11,124.52,1.90M,-0.20%
"Nov 28, 2017",124.97,125.08,125.23,124.94,2.66M,-0.12%
"Nov 27, 2017",125.12,124.98,125.14,124.84,2.90M,0.12%
"Nov 24, 2017",124.97,125.09,125.14,124.89,903.23K,-0.10%
"Nov 23, 2017",125.09,125.07,125.12,125.0,-,-0.02%
"Nov 22, 2017",125.11,124.73,125.14,124.61,1.91M,0.34%
"Nov 21, 2017",124.69,124.7,124.92,124.59,1.77M,0.00%
"Nov 20, 2017",124.69,124.97,125.14,124.69,1.28M,-0.18%
"Nov 17, 2017",124.91,124.8,125.08,124.77,1.29M,0.04%
"Nov 16, 2017",124.86,125.12,125.12,124.77,1.15M,-0.15%
"Nov 15, 2017",125.05,124.8,125.22,124.77,1.79M,0.26%
"Nov 14, 2017",124.73,124.61,124.83,124.5,1.23M,0.09%
"Nov 13, 2017",124.62,124.67,124.91,124.55,960.61K,-0.06%
"Nov 10, 2017",124.7,125.12,125.16,124.66,1.39M,-0.39%
"Nov 09, 2017",125.19,125.17,125.33,125.05,1.69M,-0.05%
"Nov 08, 2017",125.25,125.38,125.47,125.16,1.00M,-0.14%
"Nov 07, 2017",125.42,125.39,125.47,125.19,1.28M,0.05%
"Nov 06, 2017",125.36,125.23,125.42,125.11,954.05K,0.16%
"Nov 03, 2017",125.16,125.16,125.41,125.02,1.37M,0.02%
"Nov 02, 2017",125.14,124.97,125.27,124.89,1.42M,0.18%
"Nov 01, 2017",124.91,124.88,125.14,124.72,1.39M,-0.02%
"Oct 31, 2017",124.94,125.0,125.11,124.88,1.43M,-0.06%
"Oct 30, 2017",125.02,124.73,125.05,124.72,1.24M,0.35%
"Oct 27, 2017",124.59,124.3,124.75,124.2,2.07M,0.17%
"Oct 26, 2017",124.38,124.55,124.73,124.28,1.76M,-0.06%
"Oct 25, 2017",124.45,124.64,124.69,124.19,2.03M,-0.22%
"Oct 24, 2017",124.73,124.97,125.02,124.56,1.35M,-0.15%
"Oct 23, 2017",124.92,124.78,125.0,124.72,931.55K,0.07%
"Oct 20, 2017",124.83,125.34,125.42,124.78,1.72M,-0.35%
"Oct 19, 2017",125.27,125.08,125.5,125.08,1.50M,0.10%
"Oct 18, 2017",125.14,125.42,125.44,125.05,1.06M,-0.24%
"Oct 17, 2017",125.44,125.45,125.52,125.22,1.09M,0.02%
"Oct 16, 2017",125.42,125.72,125.73,125.36,1.14M,-0.22%
"Oct 13, 2017",125.7,125.41,125.8,125.31,1.47M,0.25%
"Oct 12, 2017",125.39,125.19,125.44,125.16,1.12M,0.13%
"Oct 11, 2017",125.23,125.12,125.36,125.06,1.12M,-0.03%
"Oct 10, 2017",125.27,125.14,125.44,125.02,1.22M,0.14%
"Oct 09, 2017",125.09,125.05,125.17,124.98,248.73K,0.05%
"Oct 06, 2017",125.03,125.17,125.22,124.7,1.81M,-0.10%
"Oct 05, 2017",125.16,125.38,125.44,125.09,990.53K,-0.14%
"Oct 04, 2017",125.33,125.39,125.61,125.19,1.21M,0.00%
"Oct 03, 2017",125.33,125.22,125.41,125.05,954.99K,0.06%
"Oct 02, 2017",125.25,125.23,125.39,124.94,1.32M,-0.05%
"Sep 29, 2017",125.31,125.53,125.62,125.2,1.81M,-0.19%
"Sep 28, 2017",125.55,125.42,125.56,125.06,1.67M,0.09%
"Sep 27, 2017",125.44,125.94,125.95,125.31,2.01M,-0.44%
"Sep 26, 2017",126.0,126.03,126.12,125.83,1.09M,-0.05%
"Sep 25, 2017",126.06,125.75,126.14,125.72,1.26M,0.26%
"Sep 22, 2017",125.73,125.59,125.94,125.58,1.23M,0.09%
"Sep 21, 2017",125.62,125.69,125.91,125.56,1.29M,-0.57%
"Sep 20, 2017",126.34,126.31,126.44,126.3,18.94K,0.05%
"Sep 19, 2017",126.28,126.45,126.5,126.25,20.43K,-0.08%
"Sep 18, 2017",126.38,126.53,126.56,126.36,4.78K,-0.17%
"Sep 15, 2017",126.59,126.81,126.83,126.52,9.07K,-0.08%
"Sep 14, 2017",126.69,126.8,126.81,126.47,10.96K,-0.02%
"Sep 13, 2017",126.72,126.95,127.03,126.67,19.91K,-0.15%
"Sep 12, 2017",126.91,127.25,127.25,126.83,14.65K,-0.27%
"Sep 11, 2017",127.25,127.52,127.55,127.14,13.28K,-0.39%
"Sep 08, 2017",127.75,127.86,128.11,127.64,17.31K,-0.02%
"Sep 07, 2017",127.77,127.39,127.95,127.39,29.75K,0.34%
"Sep 06, 2017",127.34,127.72,127.81,127.33,37.72K,-0.26%
"Sep 05, 2017",127.67,127.17,127.72,127.02,76.78K,0.70%
"Sep 04, 2017",126.78,126.85,126.94,126.76,-,-0.05%
"Sep 03, 2017",126.84,126.92,126.92,126.82,-,-0.09%
"Sep 01, 2017",126.95,127.27,127.48,126.88,123.22K,-0.24%
"Aug 31, 2017",127.25,127.14,127.3,126.98,252.05K,0.13%
"Aug 30, 2017",127.08,127.2,127.23,126.98,1.22M,-0.09%
"Aug 29, 2017",127.19,127.03,127.59,127.03,2.64M,0.15%
"Aug 28, 2017",127.0,126.88,127.0,126.8,1.95M,0.09%
"Aug 25, 2017",126.88,126.67,126.95,126.62,1.95M,0.15%
"Aug 24, 2017",126.69,126.94,126.95,126.67,1.75M,-0.18%
"Aug 23, 2017",126.92,126.56,126.95,126.5,1.21M,0.28%
"Aug 22, 2017",126.56,126.86,126.88,126.53,980.89K,-0.22%
"Aug 21, 2017",126.84,126.72,126.91,126.59,857.26K,0.07%
"Aug 18, 2017",126.75,126.8,127.05,126.56,1.34M,0.02%
"Aug 17, 2017",126.72,126.52,126.84,126.34,1.39M,0.16%
"Aug 16, 2017",126.52,126.11,126.58,126.0,1.35M,0.29%
"Aug 15, 2017",126.16,126.55,126.56,126.02,1.21M,-0.31%
"Aug 14, 2017",126.55,126.75,126.8,126.44,945.52K,-0.21%
"Aug 11, 2017",126.81,126.67,126.88,126.55,1.48M,0.20%
"Aug 10, 2017",126.56,126.27,126.67,126.19,1.30M,0.17%
"Aug 09, 2017",126.34,126.16,126.58,126.16,1.35M,0.25%
"Aug 08, 2017",126.02,126.17,126.23,125.91,913.67K,-0.12%
"Aug 07, 2017",126.17,126.09,126.22,125.94,699.88K,0.07%
"Aug 04, 2017",126.08,126.39,126.44,125.91,1.27M,-0.22%
"Aug 03, 2017",126.36,126.05,126.47,126.03,1.09M,0.20%
"Aug 02, 2017",126.11,126.19,126.27,125.97,1.34M,-0.10%
"Aug 01, 2017",126.23,125.84,126.25,125.67,1.47M,0.27%
"Jul 31, 2017",125.89,125.92,126.05,125.83,1.03M,-0.05%
"Jul 28, 2017",125.95,125.81,125.98,125.55,1.23M,0.10%
"Jul 27, 2017",125.83,125.95,126.05,125.66,1.53M,-0.15%
"Jul 26, 2017",126.02,125.5,126.06,125.48,1.38M,0.35%
"Jul 25, 2017",125.58,126.14,126.2,125.48,1.47M,-0.46%
"Jul 24, 2017",126.16,126.28,126.38,126.08,581.06K,-0.12%
"Jul 21, 2017",126.31,126.08,126.38,126.03,757.68K,0.20%
"Jul 20, 2017",126.06,126.02,126.27,125.97,1.16M,0.01%
"Jul 19, 2017",126.05,126.11,126.19,125.95,907.68K,-0.05%
"Jul 18, 2017",126.11,125.69,126.17,125.67,1.39M,0.29%
"Jul 17, 2017",125.75,125.58,125.83,125.56,788.34K,0.06%
"Jul 14, 2017",125.67,125.41,126.03,125.33,1.60M,0.21%
"Jul 13, 2017",125.41,125.55,125.67,125.27,1.26M,-0.09%
"Jul 12, 2017",125.52,125.17,125.73,125.14,1.62M,0.28%
"Jul 11, 2017",125.17,125.03,125.23,124.88,1.08M,0.07%
"Jul 10, 2017",125.08,124.91,125.14,124.86,886.58K,0.19%
"Jul 07, 2017",124.84,125.02,125.11,124.8,1.51M,-0.11%
"Jul 06, 2017",124.98,125.31,125.34,124.8,1.57M,-0.19%
"Jul 05, 2017",125.22,125.09,125.5,124.98,1.65M,0.00%
"Jul 04, 2017",125.22,125.12,125.5,125.09,-,0.09%
"Jul 03, 2017",125.11,125.52,125.61,125.03,1.02M,-0.33%
"Jun 30, 2017",125.53,125.83,125.89,125.45,1.89M,-0.22%
"Jun 29, 2017",125.81,126.17,126.23,125.58,1.92M,-0.31%
"Jun 28, 2017",126.2,126.25,126.33,125.88,1.80M,-0.06%
"Jun 27, 2017",126.28,126.75,126.84,126.16,1.63M,-0.39%
"Jun 26, 2017",126.78,126.73,126.91,126.59,841.61K,0.04%
"Jun 23, 2017",126.73,126.69,126.77,126.56,714.18K,0.05%
"Jun 22, 2017",126.67,126.61,126.81,126.58,884.62K,-0.13%
"Jun 21, 2017",126.84,126.88,126.98,126.69,5.04K,-0.06%
"Jun 20, 2017",126.92,126.66,126.91,126.56,7.92K,0.21%
"Jun 19, 2017",126.66,127.0,127.05,126.59,8.63K,-0.20%
"Jun 16, 2017",126.92,126.83,127.06,126.72,7.02K,0.06%
"Jun 15, 2017",126.84,127.23,127.23,126.81,9.57K,-0.21%
"Jun 14, 2017",127.11,126.56,127.55,126.56,10.11K,0.39%
"Jun 13, 2017",126.61,126.53,126.62,126.45,8.42K,0.04%
"Jun 12, 2017",126.56,126.56,126.73,126.47,7.97K,-0.08%
"Jun 09, 2017",126.66,126.84,126.88,126.42,15.95K,-0.03%
"Jun 08, 2017",126.7,126.77,126.8,126.48,12.19K,-0.06%
"Jun 07, 2017",126.78,127.02,127.03,126.75,21.73K,-0.19%
"Jun 06, 2017",127.02,126.75,127.14,126.73,34.37K,0.23%
"Jun 05, 2017",126.73,126.86,126.94,126.66,26.28K,-0.13%
"Jun 02, 2017",126.89,126.48,127.03,126.39,63.47K,0.35%
"Jun 01, 2017",126.45,126.47,126.5,126.23,97.17K,-0.09%
"May 31, 2017",126.56,126.44,126.56,126.27,260.25K,0.09%
"May 30, 2017",126.44,126.17,126.5,126.05,1.82M,0.40%
"May 29, 2017",125.93,125.85,125.97,125.76,-,0.04%
"May 28, 2017",125.88,125.87,125.9,125.87,-,-0.25%
"May 26, 2017",126.19,126.12,126.38,126.12,1.92M,0.02%
"May 25, 2017",126.17,126.19,126.25,126.05,2.43M,0.09%
"May 24, 2017",126.06,125.88,126.22,125.77,2.30M,0.16%
"May 23, 2017",125.86,126.09,126.34,125.81,1.67M,-0.21%
"May 22, 2017",126.12,126.23,126.27,126.05,986.02K,-0.06%
"May 19, 2017",126.19,126.28,126.36,126.05,1.23M,-0.07%
"May 18, 2017",126.28,126.44,126.72,126.16,2.33M,-0.11%
"May 17, 2017",126.42,125.55,126.45,125.55,2.43M,0.69%
"May 16, 2017",125.55,125.44,125.72,125.28,1.29M,0.08%
"May 15, 2017",125.45,125.53,125.64,125.34,928.49K,-0.02%
"May 12, 2017",125.47,125.02,125.59,124.98,1.40M,0.44%
"May 11, 2017",124.92,124.8,125.05,124.72,1.27M,0.09%
"May 10, 2017",124.81,124.89,125.17,124.78,1.18M,-0.02%
"May 09, 2017",124.83,124.95,125.06,124.75,1.09M,-0.18%
"May 08, 2017",125.06,125.09,125.42,124.94,1.17M,-0.13%
"May 05, 2017",125.22,125.16,125.34,124.86,1.32M,0.04%
"May 04, 2017",125.17,125.47,125.48,125.06,1.25M,-0.30%
"May 03, 2017",125.55,125.78,125.83,125.41,1.17M,-0.12%
"May 02, 2017",125.7,125.53,125.81,125.34,997.05K,0.18%
"May 01, 2017",125.47,125.72,125.8,125.33,948.94K,-0.20%
"Apr 28, 2017",125.72,125.66,125.75,125.28,1.67M,0.06%
"Apr 27, 2017",125.64,125.59,125.78,125.44,1.42M,0.06%
"Apr 26, 2017",125.56,125.36,125.62,125.22,1.51M,0.12%
"Apr 25, 2017",125.41,125.81,125.86,125.27,1.12M,-0.31%
"Apr 24, 2017",125.8,125.47,125.86,125.2,1.55M,-0.21%
"Apr 21, 2017",126.06,126.02,126.28,125.91,1.05M,0.09%
"Apr 20, 2017",125.95,126.22,126.34,125.83,1.21M,-0.26%
"Apr 19, 2017",126.28,126.58,126.59,126.09,1.20M,-0.19%
"Apr 18, 2017",126.52,125.88,126.62,125.81,1.44M,0.48%
"Apr 17, 2017",125.91,126.23,126.41,125.81,804.49K,-0.13%
"Apr 13, 2017",126.08,125.97,126.25,125.75,1.33M,0.49%
"Apr 12, 2017",125.47,125.48,126.0,125.36,1.37M,-0.01%
"Apr 11, 2017",125.48,124.88,125.56,124.88,1.49M,0.46%
"Apr 10, 2017",124.91,124.77,125.05,124.62,947.72K,0.08%
"Apr 07, 2017",124.81,125.12,125.78,124.72,2.07M,-0.25%
"Apr 06, 2017",125.12,125.2,125.3,124.94,1.08M,0.06%
"Apr 05, 2017",125.05,124.92,125.3,124.75,1.48M,0.02%
"Apr 04, 2017",125.03,125.2,125.36,124.89,1.27M,0.00%
"Apr 03, 2017",125.03,124.59,125.23,124.5,1.56M,0.38%
"Mar 31, 2017",124.56,124.33,124.62,124.23,1.53M,0.18%
"Mar 30, 2017",124.34,124.62,124.69,124.27,1.06M,-0.19%
"Mar 29, 2017",124.58,124.28,124.66,124.2,1.21M,0.18%
"Mar 28, 2017",124.36,124.64,124.83,124.27,1.35M,-0.25%
